event_type,element_id,timestamp,url,phase,username,hover_duration_ms,pasted_content,message,group,highlighted_text
paste,chat-input,2026-06-19 16:24:19.63168+00,,part2,p_10,,"Wie lange dauert eine vollständige Rotation der Venus um ihre eigene Achse ungefähr?

",,,
message-send,chat-input,2026-06-19 16:24:19.93538+00,,part2,p_10,,,Wie lange dauert eine vollständige Rotation der Venus um ihre eigene Achse ungefähr?,,
new-chat,new-chat-button,2026-06-19 16:24:44.154968+00,,part2,p_10,,,,1.0,
paste,chat-input,2026-06-19 16:24:46.920021+00,,part2,p_10,,"Wie groß ist die durchschnittliche Entfernung zwischen Erde und Mond?

",,,
message-send,chat-input,2026-06-19 16:24:47.188299+00,,part2,p_10,,,Wie groß ist die durchschnittliche Entfernung zwischen Erde und Mond?,,
paste,chat-input,2026-06-19 16:25:37.991126+00,,part2,p_10,,"Welchen Durchmesser hat der Primärspiegel des Hubble-Weltraumteleskops?

",,,
message-send,chat-input,2026-06-19 16:25:38.774295+00,,part2,p_10,,,Welchen Durchmesser hat der Primärspiegel des Hubble-Weltraumteleskops?,,
source-link-hover-start,source-link,2026-06-19 16:25:40.117559+00,https://de.wikipedia.org/wiki/Mond,part2,p_10,,,,,
source-link-hover-end,source-link,2026-06-19 16:25:44.008844+00,https://de.wikipedia.org/wiki/Mond,part2,p_10,3921.0,,,,
source-link-hover-start,source-link,2026-06-19 16:25:54.484414+00,https://esahubble.org/,part2,p_10,,,,,
source-link-click,source-link,2026-06-19 16:25:55.468983+00,https://esahubble.org/,part2,p_10,,,,,
source-link-hover-end,source-link,2026-06-19 16:26:22.310067+00,https://esahubble.org/,part2,p_10,27832.0,,,,
new-chat,new-chat-button,2026-06-19 16:26:23.947945+00,,part2,p_10,,,,1.0,
paste,chat-input,2026-06-19 16:26:26.221494+00,,part2,p_10,,"Wie tief ist das Challenger Deep im Marianengraben ungefähr?

",,,
message-send,chat-input,2026-06-19 16:26:27.013312+00,,part2,p_10,,,Wie tief ist das Challenger Deep im Marianengraben ungefähr?,,
source-link-hover-start,source-link,2026-06-19 16:26:57.506196+00,https://oceanexplorer.noaa.gov/,part2,p_10,,,,,
source-link-click,source-link,2026-06-19 16:26:57.62643+00,https://oceanexplorer.noaa.gov/,part2,p_10,,,,,
source-link-hover-end,highlight-source-seg_151,2026-06-15 15:43:49.457536+00,https://de.wikipedia.org/wiki/Ellsberg-Paradoxon,part2,p_09,12.0,,,,
source-link-hover-end,highlight-source-seg_719,2026-06-15 15:57:14.828476+00,https://www.gpsworld.com/inside-the-box-gps-and-relativity/,part2,p_09,430.0,,,,
source-link-click,highlight-source-seg_719,2026-06-15 15:57:14.616209+00,https://www.gpsworld.com/inside-the-box-gps-and-relativity/,part2,p_09,,,,,
source-link-hover-start,highlight-source-seg_719,2026-06-15 15:57:14.291909+00,https://www.gpsworld.com/inside-the-box-gps-and-relativity/,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:57:13.840085+00,https://www.gps.gov/,part2,p_09,737.0,,,,
source-link-hover-start,source-link,2026-06-15 15:57:13.28577+00,https://www.gps.gov/,part2,p_09,,,,,
source-link-hover-end,highlight-source-seg_719,2026-06-15 15:56:35.684418+00,https://www.gpsworld.com/inside-the-box-gps-and-relativity/,part2,p_09,63.0,,,,
source-link-hover-start,highlight-source-seg_719,2026-06-15 15:56:35.637917+00,https://www.gpsworld.com/inside-the-box-gps-and-relativity/,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:56:09.067029+00,https://de.wikipedia.org/wiki/Global_Positioning_System,part2,p_09,405.0,,,,
source-link-click,source-link,2026-06-15 15:56:09.044721+00,https://de.wikipedia.org/wiki/Global_Positioning_System,part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:56:08.605077+00,https://de.wikipedia.org/wiki/Global_Positioning_System,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:56:08.485746+00,https://de.wikipedia.org/wiki/Global_Positioning_System,part2,p_09,57.0,,,,
source-link-hover-start,source-link,2026-06-15 15:56:08.429157+00,https://de.wikipedia.org/wiki/Global_Positioning_System,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:56:08.396908+00,https://de.wikipedia.org/wiki/Global_Positioning_System,part2,p_09,33.0,,,,
source-link-hover-start,source-link,2026-06-15 15:56:08.365258+00,https://de.wikipedia.org/wiki/Global_Positioning_System,part2,p_09,,,,,
source-link-hover-end,highlight-source-seg_719,2026-06-15 15:56:08.283357+00,https://www.gpsworld.com/inside-the-box-gps-and-relativity/,part2,p_09,9.0,,,,
source-link-hover-start,highlight-source-seg_719,2026-06-15 15:56:08.270416+00,https://www.gpsworld.com/inside-the-box-gps-and-relativity/,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:56:02.164632+00,https://www.gps.gov/,part2,p_09,445.0,,,,
source-link-click,source-link,2026-06-15 15:56:01.965695+00,https://www.gps.gov/,part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:56:01.45592+00,https://www.gps.gov/,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:56:01.188396+00,https://de.wikipedia.org/wiki/Global_Positioning_System,part2,p_09,846.0,,,,
source-link-hover-start,source-link,2026-06-15 15:56:00.526141+00,https://de.wikipedia.org/wiki/Global_Positioning_System,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:56:00.287382+00,https://de.wikipedia.org/wiki/Global_Positioning_System,part2,p_09,53.0,,,,
source-link-hover-start,source-link,2026-06-15 15:56:00.264821+00,https://de.wikipedia.org/wiki/Global_Positioning_System,part2,p_09,,,,,
message-send,chat-input,2026-06-15 15:55:24.130828+00,,part2,p_09,,,"Um wie viel gehen GPS-Satellitenuhren netto ungefähr pro Tag schneller als Uhren auf Meereshöhe, wenn relativistische Effekte berücksichtigt werden?",,
paste,chat-input,2026-06-15 15:55:23.870349+00,,part2,p_09,,"Um wie viel gehen GPS-Satellitenuhren netto ungefähr pro Tag schneller als Uhren auf Meereshöhe, wenn relativistische Effekte berücksichtigt werden?",,,
source-link-hover-end,source-link,2026-06-15 15:54:41.709583+00,https://www.gs1.org/standards/barcodes,part2,p_09,149.0,,,,
source-link-hover-start,source-link,2026-06-15 15:54:41.552764+00,https://www.gs1.org/standards/barcodes,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:54:17.82398+00,https://de.wikipedia.org/wiki/Universal_Product_Code,part2,p_09,972.0,,,,
source-link-click,source-link,2026-06-15 15:54:17.817083+00,https://de.wikipedia.org/wiki/Universal_Product_Code,part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:54:16.804037+00,https://de.wikipedia.org/wiki/Universal_Product_Code,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:54:16.60776+00,https://de.wikipedia.org/wiki/Universal_Product_Code,part2,p_09,26.0,,,,
source-link-hover-start,source-link,2026-06-15 15:54:16.58623+00,https://de.wikipedia.org/wiki/Universal_Product_Code,part2,p_09,,,,,
source-link-hover-end,highlight-source-seg_225,2026-06-15 15:53:51.866263+00,https://www.si.edu/object/supermarket-scanner%3Anmah_892778,part2,p_09,1361.0,,,,
source-link-click,highlight-source-seg_225,2026-06-15 15:53:51.620475+00,https://www.si.edu/object/supermarket-scanner%3Anmah_892778,part2,p_09,,,,,
source-link-hover-start,highlight-source-seg_225,2026-06-15 15:53:50.464516+00,https://www.si.edu/object/supermarket-scanner%3Anmah_892778,part2,p_09,,,,,
message-send,chat-input,2026-06-15 15:53:17.213232+00,,part2,p_09,,,Welches Produkt wurde 1974 als erstes mit einem UPC-Barcode an einer Supermarktkasse gescannt?,,
paste,chat-input,2026-06-15 15:53:17.013639+00,,part2,p_09,,Welches Produkt wurde 1974 als erstes mit einem UPC-Barcode an einer Supermarktkasse gescannt?,,,
source-link-hover-end,source-link,2026-06-15 15:52:12.122208+00,https://de.wikipedia.org/wiki/Sol_(Tag),part2,p_09,824.0,,,,
source-link-click,source-link,2026-06-15 15:52:11.87045+00,https://de.wikipedia.org/wiki/Sol_(Tag),part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:52:10.970548+00,https://de.wikipedia.org/wiki/Sol_(Tag),part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:52:10.96308+00,https://mars.nasa.gov/,part2,p_09,89.0,,,,
source-link-hover-start,source-link,2026-06-15 15:52:10.824758+00,https://mars.nasa.gov/,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:52:10.645419+00,https://mars.nasa.gov/,part2,p_09,10.0,,,,
source-link-hover-start,source-link,2026-06-15 15:52:10.630371+00,https://mars.nasa.gov/,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:51:53.191514+00,https://mars.nasa.gov/,part2,p_09,1139.0,,,,
source-link-click,source-link,2026-06-15 15:51:53.118605+00,https://mars.nasa.gov/,part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:51:52.047243+00,https://mars.nasa.gov/,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:51:51.982015+00,https://mars.nasa.gov/,part2,p_09,154.0,,,,
source-link-hover-start,source-link,2026-06-15 15:51:51.806653+00,https://mars.nasa.gov/,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:51:51.559448+00,https://mars.nasa.gov/,part2,p_09,59.0,,,,
source-link-hover-start,source-link,2026-06-15 15:51:51.524887+00,https://mars.nasa.gov/,part2,p_09,,,,,
message-send,chat-input,2026-06-15 15:51:28.471475+00,,part2,p_09,,,"Wie lange dauert ein mittlerer Sonnentag auf dem Mars, ein sogenannter Sol?",,
paste,chat-input,2026-06-15 15:51:28.287835+00,,part2,p_09,,"Wie lange dauert ein mittlerer Sonnentag auf dem Mars, ein sogenannter Sol?
",,,
source-link-hover-end,highlight-source-seg_174,2026-06-15 15:51:02.100384+00,https://science.nasa.gov/solar-system/comets/1p-halley/,part2,p_09,401.0,,,,
source-link-click,highlight-source-seg_174,2026-06-15 15:51:01.865056+00,https://science.nasa.gov/solar-system/comets/1p-halley/,part2,p_09,,,,,
source-link-hover-start,highlight-source-seg_174,2026-06-15 15:51:01.675486+00,https://science.nasa.gov/solar-system/comets/1p-halley/,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:50:32.475241+00,https://de.wikipedia.org/wiki/Halleyscher_Komet,part2,p_09,1381.0,,,,
source-link-click,source-link,2026-06-15 15:50:32.433575+00,https://de.wikipedia.org/wiki/Halleyscher_Komet,part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:50:31.068217+00,https://de.wikipedia.org/wiki/Halleyscher_Komet,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:50:30.756898+00,https://www.britannica.com/topic/Halleys-Comet,part2,p_09,41.0,,,,
source-link-hover-start,source-link,2026-06-15 15:50:30.741037+00,https://www.britannica.com/topic/Halleys-Comet,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:48:59.446208+00,https://www.britannica.com/topic/Halleys-Comet,part2,p_09,696.0,,,,
source-link-click,source-link,2026-06-15 15:48:59.231638+00,https://www.britannica.com/topic/Halleys-Comet,part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:48:58.522297+00,https://www.britannica.com/topic/Halleys-Comet,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:48:58.392116+00,https://www.britannica.com/topic/Halleys-Comet,part2,p_09,21.0,,,,
source-link-hover-start,source-link,2026-06-15 15:48:58.195452+00,https://www.britannica.com/topic/Halleys-Comet,part2,p_09,,,,,
source-link-hover-end,highlight-source-seg_174,2026-06-15 15:48:58.056874+00,https://science.nasa.gov/solar-system/comets/1p-halley/,part2,p_09,467.0,,,,
source-link-hover-start,highlight-source-seg_174,2026-06-15 15:48:57.573321+00,https://science.nasa.gov/solar-system/comets/1p-halley/,part2,p_09,,,,,
source-link-hover-end,highlight-source-seg_174,2026-06-15 15:48:57.535863+00,https://science.nasa.gov/solar-system/comets/1p-halley/,part2,p_09,240.0,,,,
source-link-hover-start,highlight-source-seg_174,2026-06-15 15:48:57.304337+00,https://science.nasa.gov/solar-system/comets/1p-halley/,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:48:56.904088+00,https://www.britannica.com/topic/Halleys-Comet,part2,p_09,197.0,,,,
source-link-hover-start,source-link,2026-06-15 15:48:56.690945+00,https://www.britannica.com/topic/Halleys-Comet,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:48:56.463438+00,https://www.britannica.com/topic/Halleys-Comet,part2,p_09,41.0,,,,
source-link-hover-start,source-link,2026-06-15 15:48:56.252788+00,https://www.britannica.com/topic/Halleys-Comet,part2,p_09,,,,,
source-link-hover-start,highlight-source-seg_174,2026-06-15 15:48:54.779202+00,https://science.nasa.gov/solar-system/comets/1p-halley/,part2,p_09,,,,,
source-link-hover-end,highlight-source-seg_174,2026-06-15 15:48:46.082831+00,https://science.nasa.gov/solar-system/comets/1p-halley/,part2,p_09,135.0,,,,
source-link-hover-start,highlight-source-seg_174,2026-06-15 15:48:45.943187+00,https://science.nasa.gov/solar-system/comets/1p-halley/,part2,p_09,,,,,
source-link-hover-end,highlight-source-seg_174,2026-06-15 15:48:45.519074+00,https://science.nasa.gov/solar-system/comets/1p-halley/,part2,p_09,10.0,,,,
source-link-hover-start,highlight-source-seg_174,2026-06-15 15:48:45.503351+00,https://science.nasa.gov/solar-system/comets/1p-halley/,part2,p_09,,,,,
message-send,chat-input,2026-06-15 15:48:15.972296+00,,part2,p_09,,,Wie lange dauert ein regulärer Umlauf des Halleyschen Kometen um die Sonne ungefähr?,,
paste,chat-input,2026-06-15 15:48:15.348336+00,,part2,p_09,,Wie lange dauert ein regulärer Umlauf des Halleyschen Kometen um die Sonne ungefähr?,,,
source-link-hover-end,source-link,2026-06-15 15:45:18.112365+00,https://de.wikipedia.org/wiki/Ellsberg-Paradoxon,part2,p_09,381.0,,,,
source-link-click,source-link,2026-06-15 15:45:17.902281+00,https://de.wikipedia.org/wiki/Ellsberg-Paradoxon,part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:45:17.703083+00,https://de.wikipedia.org/wiki/Ellsberg-Paradoxon,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:44:52.841025+00,https://plato.stanford.edu/entries/decision-theory/,part2,p_09,2006.0,,,,
source-link-click,source-link,2026-06-15 15:44:52.755653+00,https://plato.stanford.edu/entries/decision-theory/,part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:44:50.808269+00,https://plato.stanford.edu/entries/decision-theory/,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:44:50.453309+00,https://plato.stanford.edu/entries/decision-theory/,part2,p_09,11.0,,,,
source-link-hover-start,source-link,2026-06-15 15:44:50.434919+00,https://plato.stanford.edu/entries/decision-theory/,part2,p_09,,,,,
source-link-click,highlight-source-seg_108,2026-06-15 15:41:34.703556+00,https://physics.nist.gov/cgi-bin/cuu/Value?stdatm,part2,p_09,,,,,
source-link-hover-start,highlight-source-seg_108,2026-06-15 15:41:26.105166+00,https://physics.nist.gov/cgi-bin/cuu/Value?stdatm,part2,p_09,,,,,
source-link-hover-end,highlight-source-seg_108,2026-06-15 15:41:24.819143+00,https://physics.nist.gov/cgi-bin/cuu/Value?stdatm,part2,p_09,14.0,,,,
source-link-hover-start,highlight-source-seg_108,2026-06-15 15:41:24.8081+00,https://physics.nist.gov/cgi-bin/cuu/Value?stdatm,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:39:56.440662+00,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,part2,p_09,632.0,,,,
source-link-click,source-link,2026-06-15 15:39:56.421579+00,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:39:55.778715+00,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,part2,p_09,,,,,
source-link-hover-start,highlight-source-seg_108,2026-06-15 15:39:53.406166+00,https://physics.nist.gov/cgi-bin/cuu/Value?stdatm,part2,p_09,,,,,
source-link-hover-end,highlight-source-seg_108,2026-06-15 15:39:53.384639+00,https://physics.nist.gov/cgi-bin/cuu/Value?stdatm,part2,p_09,9.0,,,,
source-link-hover-end,source-link,2026-06-15 15:39:19.125541+00,https://www.iso.org/standard/7472.html,part2,p_09,1381.0,,,,
source-link-click,source-link,2026-06-15 15:39:19.090689+00,https://www.iso.org/standard/7472.html,part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:39:17.706607+00,https://www.iso.org/standard/7472.html,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:39:17.529631+00,https://www.iso.org/standard/7472.html,part2,p_09,135.0,,,,
source-link-hover-start,source-link,2026-06-15 15:39:17.393559+00,https://www.iso.org/standard/7472.html,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:39:16.321288+00,https://www.iso.org/standard/7472.html,part2,p_09,61.0,,,,
source-link-hover-start,source-link,2026-06-15 15:39:16.268335+00,https://www.iso.org/standard/7472.html,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:39:16.202651+00,https://www.iso.org/standard/7472.html,part2,p_09,191.0,,,,
source-link-hover-start,source-link,2026-06-15 15:39:15.975884+00,https://www.iso.org/standard/7472.html,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:39:15.390237+00,https://www.iso.org/standard/7472.html,part2,p_09,169.0,,,,
source-link-hover-start,source-link,2026-06-15 15:39:15.209328+00,https://www.iso.org/standard/7472.html,part2,p_09,,,,,
source-link-hover-end,highlight-source-seg_108,2026-06-15 15:38:58.514388+00,https://physics.nist.gov/cgi-bin/cuu/Value?stdatm,part2,p_09,601.0,,,,
source-link-hover-start,highlight-source-seg_108,2026-06-15 15:38:58.102302+00,https://physics.nist.gov/cgi-bin/cuu/Value?stdatm,part2,p_09,,,,,
message-send,chat-input,2026-06-15 15:38:42.82324+00,,part2,p_09,,,Welcher Druck entspricht einer Standardatmosphäre?,,
paste,chat-input,2026-06-15 15:38:41.299551+00,,part2,p_09,,"Welcher Druck entspricht einer Standardatmosphäre?
",,,
source-link-hover-end,source-link,2026-06-15 15:38:08.108333+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part2,p_09,674.0,,,,
source-link-click,source-link,2026-06-15 15:38:07.902171+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:38:07.189113+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:38:06.994398+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part2,p_09,584.0,,,,
source-link-hover-start,source-link,2026-06-15 15:38:06.400511+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:38:06.374457+00,https://www.bipm.org/en/measurement-units/si-defining-constants,part2,p_09,381.0,,,,
source-link-hover-end,source-link,2026-06-15 15:38:06.15749+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part2,p_09,286.0,,,,
source-link-hover-start,source-link,2026-06-15 15:38:05.988377+00,https://www.bipm.org/en/measurement-units/si-defining-constants,part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:38:05.89084+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:37:52.496049+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part2,p_09,17.0,,,,
source-link-hover-start,source-link,2026-06-15 15:37:52.460967+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part2,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:37:42.019256+00,https://www.bipm.org/en/measurement-units/si-defining-constants,part2,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:37:42.003928+00,https://www.bipm.org/en/measurement-units/si-defining-constants,part2,p_09,9.0,,,,
message-send,chat-input,2026-06-15 15:37:19.91653+00,,part2,p_09,,,Welcher exakte Zahlenwert gehört seit der SI-Neudefinition zur Avogadro-Konstante?,,
paste,chat-input,2026-06-15 15:37:13.875693+00,,part2,p_09,,Welcher exakte Zahlenwert gehört seit der SI-Neudefinition zur Avogadro-Konstante?,,,
phase-advance,end-part1-button,2026-06-15 15:36:33.683376+00,,part1,p_09,,,,4.0,
source-link-hover-end,source-link,2026-06-15 15:34:58.171903+00,https://de.wikipedia.org/wiki/Marianengraben,part1,p_09,358.0,,,,
source-link-click,source-link,2026-06-15 15:34:57.963898+00,https://de.wikipedia.org/wiki/Marianengraben,part1,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:34:57.769551+00,https://de.wikipedia.org/wiki/Marianengraben,part1,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:34:45.212993+00,https://oceanexplorer.noaa.gov/,part1,p_09,2437.0,,,,
source-link-click,source-link,2026-06-15 15:34:45.140702+00,https://oceanexplorer.noaa.gov/,part1,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:34:42.925459+00,https://oceanexplorer.noaa.gov/,part1,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:34:42.753474+00,https://oceanexplorer.noaa.gov/,part1,p_09,48.0,,,,
source-link-hover-start,source-link,2026-06-15 15:34:42.714732+00,https://oceanexplorer.noaa.gov/,part1,p_09,,,,,
message-send,chat-input,2026-06-15 15:34:19.951074+00,,part1,p_09,,,Wie tief ist das Challenger Deep im Marianengraben ungefähr?,,
paste,chat-input,2026-06-15 15:34:19.58133+00,,part1,p_09,,Wie tief ist das Challenger Deep im Marianengraben ungefähr?,,,
source-link-hover-end,source-link,2026-06-15 15:32:17.252524+00,https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop,part1,p_09,378.0,,,,
source-link-click,source-link,2026-06-15 15:32:17.229082+00,https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop,part1,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:32:16.815638+00,https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop,part1,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:32:16.395224+00,https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop,part1,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:32:16.365424+00,https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop,part1,p_09,9.0,,,,
source-link-hover-end,source-link,2026-06-15 15:32:10.782428+00,https://esahubble.org/,part1,p_09,548.0,,,,
source-link-click,source-link,2026-06-15 15:32:10.760488+00,https://esahubble.org/,part1,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:32:10.344798+00,https://esahubble.org/,part1,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:32:10.125138+00,https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop,part1,p_09,1058.0,,,,
source-link-hover-start,source-link,2026-06-15 15:32:09.265092+00,https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop,part1,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:31:58.123488+00,https://de.wikipedia.org/wiki/Mond,part1,p_09,780.0,,,,
source-link-hover-start,source-link,2026-06-15 15:31:57.531828+00,https://de.wikipedia.org/wiki/Mond,part1,p_09,,,,,
message-send,chat-input,2026-06-15 15:31:52.176097+00,,part1,p_09,,,Welchen Durchmesser hat der Primärspiegel des Hubble-Weltraumteleskops?,,
paste,chat-input,2026-06-15 15:31:51.569006+00,,part1,p_09,,Welchen Durchmesser hat der Primärspiegel des Hubble-Weltraumteleskops?,,,
source-link-hover-end,source-link,2026-06-15 15:31:11.738636+00,https://de.wikipedia.org/wiki/Mond,part1,p_09,602.0,,,,
source-link-click,source-link,2026-06-15 15:31:11.508809+00,https://de.wikipedia.org/wiki/Mond,part1,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:31:10.906336+00,https://de.wikipedia.org/wiki/Mond,part1,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:31:10.022234+00,https://moon.nasa.gov/,part1,p_09,20.0,,,,
source-link-hover-start,source-link,2026-06-15 15:31:09.98998+00,https://moon.nasa.gov/,part1,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:30:52.404811+00,https://moon.nasa.gov/,part1,p_09,1254.0,,,,
source-link-click,source-link,2026-06-15 15:30:52.360175+00,https://moon.nasa.gov/,part1,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:30:51.230386+00,https://moon.nasa.gov/,part1,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:30:51.066396+00,https://moon.nasa.gov/,part1,p_09,59.0,,,,
source-link-hover-start,source-link,2026-06-15 15:30:51.012566+00,https://moon.nasa.gov/,part1,p_09,,,,,
message-send,chat-input,2026-06-15 15:30:18.315983+00,,part1,p_09,,,Wie groß ist die durchschnittliche Entfernung zwischen Erde und Mond?,,
paste,chat-input,2026-06-15 15:30:17.644422+00,,part1,p_09,,Wie groß ist die durchschnittliche Entfernung zwischen Erde und Mond?,,,
source-link-hover-end,source-link,2026-06-15 15:30:12.527118+00,https://www.esa.int/Science_Exploration/Space_Science/Venus_Express,part1,p_09,9.0,,,,
source-link-hover-start,source-link,2026-06-15 15:30:12.509972+00,https://www.esa.int/Science_Exploration/Space_Science/Venus_Express,part1,p_09,,,,,
message-send,chat-input,2026-06-15 15:29:42.649783+00,,part1,p_09,,,""" Eine siderische Rotationsperiode (das heißt, relativ zu den Fixsternen) dauert 243,025 Erdtage"" ist es nicht eher das?",,
paste,chat-input,2026-06-15 15:29:32.268402+00,,part1,p_09,," Eine siderische Rotationsperiode (das heißt, relativ zu den Fixsternen) dauert 243,025 Erdtage",,,
source-link-hover-end,source-link,2026-06-15 15:27:45.427251+00,https://de.wikipedia.org/wiki/Venus_(Planet),part1,p_09,688.0,,,,
source-link-click,source-link,2026-06-15 15:27:45.290554+00,https://de.wikipedia.org/wiki/Venus_(Planet),part1,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:27:44.646385+00,https://de.wikipedia.org/wiki/Venus_(Planet),part1,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:27:44.621368+00,https://de.wikipedia.org/wiki/Venus_(Planet),part1,p_09,,,,,
source-link-hover-end,source-link,2026-06-15 15:27:44.486057+00,https://de.wikipedia.org/wiki/Venus_(Planet),part1,p_09,20.0,,,,
source-link-hover-end,source-link,2026-06-15 15:27:16.686681+00,https://www.esa.int/Science_Exploration/Space_Science/Venus_Express,part1,p_09,782.0,,,,
source-link-click,source-link,2026-06-15 15:27:16.473583+00,https://www.esa.int/Science_Exploration/Space_Science/Venus_Express,part1,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:27:15.842238+00,https://www.esa.int/Science_Exploration/Space_Science/Venus_Express,part1,p_09,,,,,
message-send,chat-input,2026-06-15 15:26:51.631233+00,,part1,p_09,,,Wie lange dauert eine vollständige Rotation der Venus um ihre eigene Achse ungefähr? begründe den wert,,
paste,chat-input,2026-06-15 15:26:40.174515+00,,part1,p_09,,Wie lange dauert eine vollständige Rotation der Venus um ihre eigene Achse ungefähr?,,,
source-link-hover-end,source-link,2026-06-15 15:25:52.244075+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part1,p_09,879.0,,,,
source-link-click,source-link,2026-06-15 15:25:52.20714+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part1,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:25:51.433787+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part1,p_09,,,,,
source-link-hover-start,source-link,2026-06-15 15:25:51.159234+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part1,p_09,,,,,
